t_id,s_id,latitude,longitude,Availability,street,city,zipcode,model,x,y
S69-T2,S69,48.847446,2.38804,0.0,126 BOULEVARD DIDEROT,Paris,75012,E/F,9752.281698886396,3611.8887200000217
S69-T3,S69,48.847446,2.38804,0.0,126 BOULEVARD DIDEROT,Paris,75012,"CHAdeMO, Combo, T2, T3, E/F",9752.281698886396,3611.8887200000217
S7-T1,S7,48.8534452,2.3868802,0.0,206 Boulevard Voltaire,Paris,75011,"E/F, T2, CHAdeMO, T3, Combo",9667.26443855588,4279.719664000589
S7-T2,S7,48.8534452,2.3868802,1.0,206 Boulevard Voltaire,Paris,75011,E/F,9667.26443855588,4279.719664000589
S7-T3,S7,48.8534452,2.3868802,1.0,206 Boulevard Voltaire,Paris,75011,"T3, T2, E/F, CHAdeMO, Combo",9667.26443855588,4279.719664000589
S70-T1,S70,48.834084,2.405248,0.0,3 AVENUE DU GENERAL DODDS,Paris,75012,"Combo, T3, E/F, CHAdeMO, T2",11013.686264990076,2124.430879999937
S70-T2,S70,48.834084,2.405248,0.0,3 AVENUE DU GENERAL DODDS,Paris,75012,E/F,11013.686264990076,2124.430879999937
S70-T3,S70,48.834084,2.405248,1.0,3 AVENUE DU GENERAL DODDS,Paris,75012,"E/F, Combo, CHAdeMO, T2, T3",11013.686264990076,2124.430879999937
S71-T1,S71,48.826504,2.343366,0.0,234 RUE DE TOLBIAC,Paris,75013,"T3, E/F, Combo, CHAdeMO, T2",6477.526492812652,1280.6252800002426
S71-T2,S71,48.826504,2.343366,0.0,234 RUE DE TOLBIAC,Paris,75013,E/F,6477.526492812652,1280.6252800002426
S71-T3,S71,48.826504,2.343366,0.0,234 RUE DE TOLBIAC,Paris,75013,"Combo, T2, E/F, CHAdeMO, T3",6477.526492812652,1280.6252800002426
S72-T1,S72,48.82085,2.343626,0.0,77 RUE DE L'AMIRAL MOUCHEZ,Paris,75013,"Combo, CHAdeMO, T2, T3, E/F",6496.585371658937,651.2220000002619
S72-T2,S72,48.82085,2.343626,0.0,77 RUE DE L'AMIRAL MOUCHEZ,Paris,75013,E/F,6496.585371658937,651.2220000002619
S72-T3,S72,48.82085,2.343626,0.0,77 RUE DE L'AMIRAL MOUCHEZ,Paris,75013,"T3, E/F, Combo, CHAdeMO, T2",6496.585371658937,651.2220000002619
S74-T1,S74,48.834705,2.305529,0.0,25 RUE DE VOUILLE,Paris,75015,"Combo, CHAdeMO, T2, E/F, T3",3703.946497016162,2193.560600000207
S74-T2,S74,48.834705,2.305529,0.0,25 RUE DE VOUILLE,Paris,75015,E/F,3703.946497016162,2193.560600000207
S74-T3,S74,48.834705,2.305529,1.0,25 RUE DE VOUILLE,Paris,75015,"CHAdeMO, T2, E/F, Combo, T3",3703.946497016162,2193.560600000207
S75-T1,S75,48.846214,2.279884,1.0,18 AVENUE EMILE ZOLA,Paris,75015,"CHAdeMO, T2, T3, E/F, Combo",1824.0813123503447,3474.7424800006265
S75-T2,S75,48.846214,2.279884,0.0,18 AVENUE EMILE ZOLA,Paris,75015,E/F,1824.0813123503447,3474.7424800006265
S75-T3,S75,48.846214,2.279884,0.0,18 AVENUE EMILE ZOLA,Paris,75015,"CHAdeMO, E/F, Combo, T2, T3",1824.0813123503447,3474.7424800006265
S76-T1,S76,48.863602,2.27153,0.0,101 AVENUE HENRI MARTIN,Paris,75016,"T3, E/F, T2, Combo, CHAdeMO",1211.7048743429884,5410.374640000276
S76-T2,S76,48.863602,2.27153,1.0,101 AVENUE HENRI MARTIN,Paris,75016,E/F,1211.7048743429884,5410.374640000276
S76-T3,S76,48.863602,2.27153,0.0,101 AVENUE HENRI MARTIN,Paris,75016,"E/F, CHAdeMO, T2, T3, Combo",1211.7048743429884,5410.374640000276
S77-T1,S77,48.837055,2.259932,0.0,4 AVENUE MARCEL DORET,Paris,75016,"T3, E/F, Combo, CHAdeMO, T2",361.5322710381025,2455.1626000001907
S77-T2,S77,48.837055,2.259932,0.0,4 AVENUE MARCEL DORET,Paris,75016,E/F,361.5322710381025,2455.1626000001907
S77-T3,S77,48.837055,2.259932,0.0,4 AVENUE MARCEL DORET,Paris,75016,"T3, Combo, E/F, CHAdeMO, T2",361.5322710381025,2455.1626000001907
S78-T1,S78,48.846653,2.258213,0.0,15 BOULEVARD MURAT,Paris,75016,"T2, T3, E/F, Combo, CHAdeMO",235.52376051205067,3523.611960000635
S78-T2,S78,48.846653,2.258213,0.0,15 BOULEVARD MURAT,Paris,75016,E/F,235.52376051205067,3523.611960000635
S78-T3,S78,48.846653,2.258213,0.0,15 BOULEVARD MURAT,Paris,75016,"E/F, CHAdeMO, T2, Combo, T3",235.52376051205067,3523.611960000635
S79-T1,S79,48.881168,2.313751,0.0,12 BOULEVARD DE COURCELLES,Paris,75017,"E/F, Combo, T3, CHAdeMO, T2",4306.6468888399995,7365.821760000519
S79-T2,S79,48.881168,2.313751,0.0,12 BOULEVARD DE COURCELLES,Paris,75017,E/F,4306.6468888399995,7365.821760000519
S79-T3,S79,48.881168,2.313751,0.0,12 BOULEVARD DE COURCELLES,Paris,75017,"E/F, CHAdeMO, T2, T3, Combo",4306.6468888399995,7365.821760000519
S8-T1,S8,48.8847205,2.3699612,0.0,10 Avenue de Flandre,Paris,75019,"T3, E/F, Combo, CHAdeMO, T2",8427.044549323651,7761.2860600002805
S8-T2,S8,48.8847205,2.3699612,1.0,10 Avenue de Flandre,Paris,75019,E/F,8427.044549323651,7761.2860600002805
S8-T3,S8,48.8847205,2.3699612,0.0,10 Avenue de Flandre,Paris,75019,"Combo, CHAdeMO, T3, E/F, T2",8427.044549323651,7761.2860600002805
S80-T1,S80,48.897671,2.352758,0.0,150 RUE DES POISSONIERS,Paris,75018,"T3, E/F, Combo, CHAdeMO, T2",7165.991839444804,9202.935720000536
S80-T2,S80,48.897671,2.352758,0.0,150 RUE DES POISSONIERS,Paris,75018,E/F,7165.991839444804,9202.935720000536
S80-T3,S80,48.897671,2.352758,0.0,150 RUE DES POISSONIERS,Paris,75018,"E/F, CHAdeMO, T2, T3, Combo",7165.991839444804,9202.935720000536
S81-T1,S81,48.891102,2.327102,0.0,60 AVENUE DE SAINT OUEN,Paris,75018,"T3, Combo, CHAdeMO, T2, E/F",5285.320317597013,8471.674639999865
S81-T2,S81,48.891102,2.327102,0.0,60 AVENUE DE SAINT OUEN,Paris,75018,E/F,5285.320317597013,8471.674639999865
S81-T3,S81,48.891102,2.327102,1.0,60 AVENUE DE SAINT OUEN,Paris,75018,"CHAdeMO, E/F, Combo, T3, T2",5285.320317597013,8471.674639999865
S82-T1,S82,48.889011,2.371768,0.0,39 RUE RIQUET,Paris,75019,"T2, T3, CHAdeMO, Combo, E/F",8559.489096629317,8238.904520000648
S82-T2,S82,48.889011,2.371768,1.0,39 RUE RIQUET,Paris,75019,E/F,8559.489096629317,8238.904520000648
S82-T3,S82,48.889011,2.371768,0.0,39 RUE RIQUET,Paris,75019,"T2, Combo, CHAdeMO, T3, E/F",8559.489096629317,8238.904520000648
S83-T1,S83,48.880421,2.398476,0.0,54 BOULEVARD SERURIER,Paris,75019,"Combo, T2, T3, E/F, CHAdeMO",10517.27577442441,7282.665720000069
S83-T2,S83,48.880421,2.398476,0.0,54 BOULEVARD SERURIER,Paris,75019,E/F,10517.27577442441,7282.665720000069
S83-T3,S83,48.880421,2.398476,0.0,54 BOULEVARD SERURIER,Paris,75019,"E/F, Combo, T3, CHAdeMO, T2",10517.27577442441,7282.665720000069
S84-T1,S84,48.863766,2.41177,0.0,104 RUE LOUIS LUMIERE,Paris,75020,"E/F, Combo, T2, CHAdeMO, T3",11491.770910511277,5428.631120000059
S84-T2,S84,48.863766,2.41177,0.0,104 RUE LOUIS LUMIERE,Paris,75020,E/F,11491.770910511277,5428.631120000059
S84-T3,S84,48.863766,2.41177,0.0,104 RUE LOUIS LUMIERE,Paris,75020,"CHAdeMO, T2, T3, E/F, Combo",11491.770910511277,5428.631120000059
S85-T1,S85,48.872192,2.377671,0.0,6 RUE DE BELLEVILLE,Paris,75020,"T2, E/F, Combo, CHAdeMO, T3",8992.198949820284,6366.613440000064
S85-T2,S85,48.872192,2.377671,0.0,6 RUE DE BELLEVILLE,Paris,75020,E/F,8992.198949820284,6366.613440000064
S85-T3,S85,48.872192,2.377671,0.0,6 RUE DE BELLEVILLE,Paris,75020,"E/F, T2, Combo, CHAdeMO, T3",8992.198949820284,6366.613440000064
S86-T1,S86,48.89061,2.35423,0.0,27 RUE ORDENER,Paris,75018,"CHAdeMO, Combo, T2, T3, E/F",7273.894415066856,8416.905200000514
S86-T2,S86,48.89061,2.35423,1.0,27 RUE ORDENER,Paris,75018,E/F,7273.894415066856,8416.905200000514
S86-T3,S86,48.89061,2.35423,0.0,27 RUE ORDENER,Paris,75018,"T3, Combo, CHAdeMO, E/F, T2",7273.894415066856,8416.905200000514
S87-T1,S87,48.865097,2.36554,0.0,27 BOULEVARD DU TEMPLE,Paris,75003,"E/F, CHAdeMO, T2, Combo, T3",8102.955644880511,5576.798040000105
S87-T2,S87,48.865097,2.36554,1.0,27 BOULEVARD DU TEMPLE,Paris,75003,E/F,8102.955644880511,5576.798040000105
S87-T3,S87,48.865097,2.36554,0.0,27 BOULEVARD DU TEMPLE,Paris,75003,"T3, E/F, Combo, CHAdeMO, T2",8102.955644880511,5576.798040000105
S88-T1,S88,48.82312,2.367798,1.0,118 RUE REGNAULT,Paris,75013,"Combo, CHAdeMO, T2, T3, E/F",8268.474677322514,903.9184000005827
S88-T2,S88,48.82312,2.367798,1.0,118 RUE REGNAULT,Paris,75013,E/F,8268.474677322514,903.9184000005827
S88-T3,S88,48.82312,2.367798,0.0,118 RUE REGNAULT,Paris,75013,"E/F, CHAdeMO, T3, Combo, T2",8268.474677322514,903.9184000005827
S89-T1,S89,48.88842,2.388149,1.0,9 RUE ADOLPHE MILLE,Paris,75019,"T3, E/F, CHAdeMO, Combo, T2",9760.271767325781,8173.114400000647
S89-T2,S89,48.88842,2.388149,1.0,9 RUE ADOLPHE MILLE,Paris,75019,E/F,9760.271767325781,8173.114400000647
S89-T3,S89,48.88842,2.388149,0.0,9 RUE ADOLPHE MILLE,Paris,75019,"E/F, Combo, T2, CHAdeMO, T3",9760.271767325781,8173.114400000647
S9-T1,S9,48.878965,2.293606,1.0,36 AVENUE DES TERNES,Paris,75017,"Combo, CHAdeMO, E/F, T3, T2",2829.9502951534037,7120.583800000351
S9-T2,S9,48.878965,2.293606,0.0,36 AVENUE DES TERNES,Paris,75017,E/F,2829.9502951534037,7120.583800000351
S9-T3,S9,48.878965,2.293606,0.0,36 AVENUE DES TERNES,Paris,75017,"Combo, CHAdeMO, E/F, T3, T2",2829.9502951534037,7120.583800000351
S91-T1,S91,48.857094,2.403802,0.0,127 RUE DES PYRENEES,Paris,75020,"T3, Combo, CHAdeMO, T2, E/F",10907.68957725266,4685.90407999986
S91-T2,S91,48.857094,2.403802,0.0,127 RUE DES PYRENEES,Paris,75020,E/F,10907.68957725266,4685.90407999986
S91-T3,S91,48.857094,2.403802,0.0,127 RUE DES PYRENEES,Paris,75020,"E/F, CHAdeMO, T2, T3, Combo",10907.68957725266,4685.90407999986
S92-T1,S92,48.841663,2.286931,1.0,99 Rue de la Convention,Paris,75015,"E/F, Combo, T2, T3, CHAdeMO",2340.650232464991,2968.1251599999127
S92-T2,S92,48.841663,2.286931,0.0,99 Rue de la Convention,Paris,75015,E/F,2340.650232464991,2968.1251599999127
S92-T3,S92,48.841663,2.286931,0.0,99 Rue de la Convention,Paris,75015,"CHAdeMO, T2, Combo, T3, E/F",2340.650232464991,2968.1251599999127
S93-T1,S93,48.859184,2.273944,0.0,12 Boulevard Emile Augier,Paris,75116,"Combo, CHAdeMO, E/F, T2, T3",1388.659234092802,4918.562880000149
S93-T2,S93,48.859184,2.273944,0.0,12 Boulevard Emile Augier,Paris,75116,E/F,1388.659234092802,4918.562880000149
S93-T3,S93,48.859184,2.273944,0.0,12 Boulevard Emile Augier,Paris,75116,"CHAdeMO, T3, E/F, Combo, T2",1388.659234092802,4918.562880000149
S94-T1,S94,48.833603,2.389173,0.0,54 Rue Baron Leroy,Paris,75013,"CHAdeMO, T3, Combo, T2, E/F",9835.334428628103,2070.885959999868
S94-T2,S94,48.833603,2.389173,0.0,54 Rue Baron Leroy,Paris,75013,E/F,9835.334428628103,2070.885959999868
S94-T3,S94,48.833603,2.389173,0.0,54 Rue Baron Leroy,Paris,75013,"T2, T3, Combo, CHAdeMO, E/F",9835.334428628103,2070.885959999868
S95-T1,S95,48.868511,2.295469,1.0,37 Avenue iena,Paris,75016,"E/F, Combo, CHAdeMO, T2, T3",2966.514492425104,5956.844520000034
S95-T2,S95,48.868511,2.295469,0.0,37 Avenue iena,Paris,75016,E/F,2966.514492425104,5956.844520000034
S95-T3,S95,48.868511,2.295469,0.0,37 Avenue iena,Paris,75016,"CHAdeMO, T2, T3, E/F, Combo",2966.514492425104,5956.844520000034
S96-T1,S96,48.835499,2.34965,0.0,21 Rue Berbier du Mets,Paris,75013,"CHAdeMO, T2, Combo, T3, E/F",6938.164933851449,2281.948680000104
S96-T2,S96,48.835499,2.34965,0.0,21 Rue Berbier du Mets,Paris,75013,E/F,6938.164933851449,2281.948680000104
S96-T3,S96,48.835499,2.34965,0.0,21 Rue Berbier du Mets,Paris,75013,"Combo, T2, E/F, CHAdeMO, T3",6938.164933851449,2281.948680000104
S97-T1,S97,48.839947,2.397822,0.0,5 Rue Docteur Goujon,Paris,75012,"CHAdeMO, Combo, T2, T3, E/F",10469.335363787975,2777.1000400005
S97-T2,S97,48.839947,2.397822,1.0,5 Rue Docteur Goujon,Paris,75012,E/F,10469.335363787975,2777.1000400005
S97-T3,S97,48.839947,2.397822,0.0,5 Rue Docteur Goujon,Paris,75012,"CHAdeMO, T3, Combo, T2, E/F",10469.335363787975,2777.1000400005
S98-T1,S98,48.84998,2.36192,0.0,4 quai Henry IV,Paris,75004,"Combo, T2, T3, E/F, CHAdeMO",7837.597408635994,3893.9736000004955
S98-T2,S98,48.84998,2.36192,0.0,4 quai Henry IV,Paris,75004,E/F,7837.597408635994,3893.9736000004955
S98-T3,S98,48.84998,2.36192,1.0,4 quai Henry IV,Paris,75004,"T2, T3, Combo, E/F, CHAdeMO",7837.597408635994,3893.9736000004955
S99-T1,S99,48.8778,2.39182,0.0,14 rue de Crimée,Paris,75019,"CHAdeMO, T3, E/F, Combo, T2",10029.368475959378,6990.896000000318
S99-T2,S99,48.8778,2.39182,0.0,14 rue de Crimée,Paris,75019,E/F,10029.368475959378,6990.896000000318
S99-T3,S99,48.8778,2.39182,0.0,14 rue de Crimée,Paris,75019,"CHAdeMO, T2, E/F, Combo, T3",10029.368475959378,6990.896000000318
