t_id,s_id,latitude,longitude,Availability,street,city,zipcode,model,x,y
S74-T3,S74,48.834705,2.305529,1,25 RUE DE VOUILLE,Paris,75015,"CHAdeMO, T2, E/F, Combo, T3",3703.946497,2193.5606
S75-T1,S75,48.846214,2.279884,1,18 AVENUE EMILE ZOLA,Paris,75015,"CHAdeMO, T2, T3, E/F, Combo",1824.081312,3474.74248
S75-T2,S75,48.846214,2.279884,1,18 AVENUE EMILE ZOLA,Paris,75015,E/F,1824.081312,3474.74248
S75-T3,S75,48.846214,2.279884,1,18 AVENUE EMILE ZOLA,Paris,75015,"CHAdeMO, E/F, Combo, T2, T3",1824.081312,3474.74248
S76-T1,S76,48.863602,2.27153,0,101 AVENUE HENRI MARTIN,Paris,75016,"T3, E/F, T2, Combo, CHAdeMO",1211.704874,5410.37464
S76-T2,S76,48.863602,2.27153,1,101 AVENUE HENRI MARTIN,Paris,75016,E/F,1211.704874,5410.37464
S76-T3,S76,48.863602,2.27153,0,101 AVENUE HENRI MARTIN,Paris,75016,"E/F, CHAdeMO, T2, T3, Combo",1211.704874,5410.37464
S77-T1,S77,48.837055,2.259932,1,4 AVENUE MARCEL DORET,Paris,75016,"T3, E/F, Combo, CHAdeMO, T2",361.532271,2455.1626
S77-T2,S77,48.837055,2.259932,1,4 AVENUE MARCEL DORET,Paris,75016,E/F,361.532271,2455.1626
S77-T3,S77,48.837055,2.259932,1,4 AVENUE MARCEL DORET,Paris,75016,"T3, Combo, E/F, CHAdeMO, T2",361.532271,2455.1626
S78-T1,S78,48.846653,2.258213,0,15 BOULEVARD MURAT,Paris,75016,"T2, T3, E/F, Combo, CHAdeMO",235.5237605,3523.61196
S78-T2,S78,48.846653,2.258213,1,15 BOULEVARD MURAT,Paris,75016,E/F,235.5237605,3523.61196
S78-T3,S78,48.846653,2.258213,0,15 BOULEVARD MURAT,Paris,75016,"E/F, CHAdeMO, T2, Combo, T3",235.5237605,3523.61196
S79-T1,S79,48.881168,2.313751,1,12 BOULEVARD DE COURCELLES,Paris,75017,"E/F, Combo, T3, CHAdeMO, T2",4306.646889,7365.82176
S79-T2,S79,48.881168,2.313751,1,12 BOULEVARD DE COURCELLES,Paris,75017,E/F,4306.646889,7365.82176
S79-T3,S79,48.881168,2.313751,1,12 BOULEVARD DE COURCELLES,Paris,75017,"E/F, CHAdeMO, T2, T3, Combo",4306.646889,7365.82176
S8-T1,S8,48.8847205,2.3699612,0,10 Avenue de Flandre,Paris,75019,"T3, E/F, Combo, CHAdeMO, T2",8427.044549,7761.28606
S8-T2,S8,48.8847205,2.3699612,1,10 Avenue de Flandre,Paris,75019,E/F,8427.044549,7761.28606
S8-T3,S8,48.8847205,2.3699612,1,10 Avenue de Flandre,Paris,75019,"Combo, CHAdeMO, T3, E/F, T2",8427.044549,7761.28606
S80-T1,S80,48.897671,2.352758,1,150 RUE DES POISSONIERS,Paris,75018,"T3, E/F, Combo, CHAdeMO, T2",7165.991839,9202.93572
S80-T2,S80,48.897671,2.352758,0,150 RUE DES POISSONIERS,Paris,75018,E/F,7165.991839,9202.93572
S80-T3,S80,48.897671,2.352758,1,150 RUE DES POISSONIERS,Paris,75018,"E/F, CHAdeMO, T2, T3, Combo",7165.991839,9202.93572
S81-T1,S81,48.891102,2.327102,1,60 AVENUE DE SAINT OUEN,Paris,75018,"T3, Combo, CHAdeMO, T2, E/F",5285.320318,8471.67464
S81-T2,S81,48.891102,2.327102,1,60 AVENUE DE SAINT OUEN,Paris,75018,E/F,5285.320318,8471.67464
S81-T3,S81,48.891102,2.327102,1,60 AVENUE DE SAINT OUEN,Paris,75018,"CHAdeMO, E/F, Combo, T3, T2",5285.320318,8471.67464
S82-T1,S82,48.889011,2.371768,1,39 RUE RIQUET,Paris,75019,"T2, T3, CHAdeMO, Combo, E/F",8559.489097,8238.90452
S82-T2,S82,48.889011,2.371768,0,39 RUE RIQUET,Paris,75019,E/F,8559.489097,8238.90452
S82-T3,S82,48.889011,2.371768,1,39 RUE RIQUET,Paris,75019,"T2, Combo, CHAdeMO, T3, E/F",8559.489097,8238.90452
S83-T1,S83,48.880421,2.398476,1,54 BOULEVARD SERURIER,Paris,75019,"Combo, T2, T3, E/F, CHAdeMO",10517.27577,7282.66572
S83-T2,S83,48.880421,2.398476,1,54 BOULEVARD SERURIER,Paris,75019,E/F,10517.27577,7282.66572
S83-T3,S83,48.880421,2.398476,0,54 BOULEVARD SERURIER,Paris,75019,"E/F, Combo, T3, CHAdeMO, T2",10517.27577,7282.66572
S84-T1,S84,48.863766,2.41177,1,104 RUE LOUIS LUMIERE,Paris,75020,"E/F, Combo, T2, CHAdeMO, T3",11491.77091,5428.63112
S84-T2,S84,48.863766,2.41177,1,104 RUE LOUIS LUMIERE,Paris,75020,E/F,11491.77091,5428.63112
S84-T3,S84,48.863766,2.41177,1,104 RUE LOUIS LUMIERE,Paris,75020,"CHAdeMO, T2, T3, E/F, Combo",11491.77091,5428.63112
S85-T1,S85,48.872192,2.377671,1,6 RUE DE BELLEVILLE,Paris,75020,"T2, E/F, Combo, CHAdeMO, T3",8992.19895,6366.61344
S85-T2,S85,48.872192,2.377671,1,6 RUE DE BELLEVILLE,Paris,75020,E/F,8992.19895,6366.61344
S85-T3,S85,48.872192,2.377671,0,6 RUE DE BELLEVILLE,Paris,75020,"E/F, T2, Combo, CHAdeMO, T3",8992.19895,6366.61344
S86-T1,S86,48.89061,2.35423,1,27 RUE ORDENER,Paris,75018,"CHAdeMO, Combo, T2, T3, E/F",7273.894415,8416.9052
S86-T2,S86,48.89061,2.35423,1,27 RUE ORDENER,Paris,75018,E/F,7273.894415,8416.9052
S86-T3,S86,48.89061,2.35423,0,27 RUE ORDENER,Paris,75018,"T3, Combo, CHAdeMO, E/F, T2",7273.894415,8416.9052
S87-T1,S87,48.865097,2.36554,1,27 BOULEVARD DU TEMPLE,Paris,75003,"E/F, CHAdeMO, T2, Combo, T3",8102.955645,5576.79804
S87-T2,S87,48.865097,2.36554,1,27 BOULEVARD DU TEMPLE,Paris,75003,E/F,8102.955645,5576.79804
S87-T3,S87,48.865097,2.36554,1,27 BOULEVARD DU TEMPLE,Paris,75003,"T3, E/F, Combo, CHAdeMO, T2",8102.955645,5576.79804
S88-T1,S88,48.82312,2.367798,1,118 RUE REGNAULT,Paris,75013,"Combo, CHAdeMO, T2, T3, E/F",8268.474677,903.9184
S88-T2,S88,48.82312,2.367798,1,118 RUE REGNAULT,Paris,75013,E/F,8268.474677,903.9184
S88-T3,S88,48.82312,2.367798,1,118 RUE REGNAULT,Paris,75013,"E/F, CHAdeMO, T3, Combo, T2",8268.474677,903.9184
S89-T1,S89,48.88842,2.388149,1,9 RUE ADOLPHE MILLE,Paris,75019,"T3, E/F, CHAdeMO, Combo, T2",9760.271767,8173.1144
S89-T2,S89,48.88842,2.388149,0,9 RUE ADOLPHE MILLE,Paris,75019,E/F,9760.271767,8173.1144
S89-T3,S89,48.88842,2.388149,1,9 RUE ADOLPHE MILLE,Paris,75019,"E/F, Combo, T2, CHAdeMO, T3",9760.271767,8173.1144
S9-T1,S9,48.878965,2.293606,1,36 AVENUE DES TERNES,Paris,75017,"Combo, CHAdeMO, E/F, T3, T2",2829.950295,7120.5838
S9-T2,S9,48.878965,2.293606,1,36 AVENUE DES TERNES,Paris,75017,E/F,2829.950295,7120.5838
S9-T3,S9,48.878965,2.293606,1,36 AVENUE DES TERNES,Paris,75017,"Combo, CHAdeMO, E/F, T3, T2",2829.950295,7120.5838
S91-T1,S91,48.857094,2.403802,1,127 RUE DES PYRENEES,Paris,75020,"T3, Combo, CHAdeMO, T2, E/F",10907.68958,4685.90408
S91-T2,S91,48.857094,2.403802,0,127 RUE DES PYRENEES,Paris,75020,E/F,10907.68958,4685.90408
S91-T3,S91,48.857094,2.403802,1,127 RUE DES PYRENEES,Paris,75020,"E/F, CHAdeMO, T2, T3, Combo",10907.68958,4685.90408
S92-T1,S92,48.841663,2.286931,1,99 Rue de la Convention,Paris,75015,"E/F, Combo, T2, T3, CHAdeMO",2340.650232,2968.12516
S92-T2,S92,48.841663,2.286931,1,99 Rue de la Convention,Paris,75015,E/F,2340.650232,2968.12516
S92-T3,S92,48.841663,2.286931,1,99 Rue de la Convention,Paris,75015,"CHAdeMO, T2, Combo, T3, E/F",2340.650232,2968.12516
S93-T1,S93,48.859184,2.273944,1,12 Boulevard Emile Augier,Paris,75116,"Combo, CHAdeMO, E/F, T2, T3",1388.659234,4918.56288
S93-T2,S93,48.859184,2.273944,1,12 Boulevard Emile Augier,Paris,75116,E/F,1388.659234,4918.56288
S93-T3,S93,48.859184,2.273944,1,12 Boulevard Emile Augier,Paris,75116,"CHAdeMO, T3, E/F, Combo, T2",1388.659234,4918.56288
S94-T1,S94,48.833603,2.389173,0,54 Rue Baron Leroy,Paris,75013,"CHAdeMO, T3, Combo, T2, E/F",9835.334429,2070.88596
S94-T2,S94,48.833603,2.389173,1,54 Rue Baron Leroy,Paris,75013,E/F,9835.334429,2070.88596
S94-T3,S94,48.833603,2.389173,1,54 Rue Baron Leroy,Paris,75013,"T2, T3, Combo, CHAdeMO, E/F",9835.334429,2070.88596
S95-T1,S95,48.868511,2.295469,1,37 Avenue iena,Paris,75016,"E/F, Combo, CHAdeMO, T2, T3",2966.514492,5956.84452
S95-T2,S95,48.868511,2.295469,1,37 Avenue iena,Paris,75016,E/F,2966.514492,5956.84452
S95-T3,S95,48.868511,2.295469,1,37 Avenue iena,Paris,75016,"CHAdeMO, T2, T3, E/F, Combo",2966.514492,5956.84452
S96-T1,S96,48.835499,2.34965,1,21 Rue Berbier du Mets,Paris,75013,"CHAdeMO, T2, Combo, T3, E/F",6938.164934,2281.94868
S96-T2,S96,48.835499,2.34965,1,21 Rue Berbier du Mets,Paris,75013,E/F,6938.164934,2281.94868
S96-T3,S96,48.835499,2.34965,0,21 Rue Berbier du Mets,Paris,75013,"Combo, T2, E/F, CHAdeMO, T3",6938.164934,2281.94868
S97-T1,S97,48.839947,2.397822,1,5 Rue Docteur Goujon,Paris,75012,"CHAdeMO, Combo, T2, T3, E/F",10469.33536,2777.10004
S97-T2,S97,48.839947,2.397822,1,5 Rue Docteur Goujon,Paris,75012,E/F,10469.33536,2777.10004
S97-T3,S97,48.839947,2.397822,1,5 Rue Docteur Goujon,Paris,75012,"CHAdeMO, T3, Combo, T2, E/F",10469.33536,2777.10004
S98-T1,S98,48.84998,2.36192,1,4 quai Henry IV,Paris,75004,"Combo, T2, T3, E/F, CHAdeMO",7837.597409,3893.9736
S98-T2,S98,48.84998,2.36192,0,4 quai Henry IV,Paris,75004,E/F,7837.597409,3893.9736
S98-T3,S98,48.84998,2.36192,1,4 quai Henry IV,Paris,75004,"T2, T3, Combo, E/F, CHAdeMO",7837.597409,3893.9736
S99-T1,S99,48.8778,2.39182,0,14 rue de Crimée,Paris,75019,"CHAdeMO, T3, E/F, Combo, T2",10029.36848,6990.896
S99-T2,S99,48.8778,2.39182,1,14 rue de Crimée,Paris,75019,E/F,10029.36848,6990.896
S99-T3,S99,48.8778,2.39182,0,14 rue de Crimée,Paris,75019,"CHAdeMO, T2, E/F, Combo, T3",10029.36848,6990.896
